MMP9
FNIP1
PEX6
CHST6
FASTKD2
TRIM33
EHMT2
ENTPD6
GRAMD1A
PXMP2
KIAA1715
FOXD2
DPH2
ARHGDIA
NOL11
DSCC1
FLJ42709
PABPC3
TMEM173
CENPF
UBA7
PRKAG1
ZFHX3
DHRS7
IPO11
TRIM27
AP4B1
ZBTB2
CCNB1IP1
MAP3K9
STK33
SLC25A29
YWHAE
SUDS3
FOXO3
FABP5
CDYL
MYH10
WDR37
PRKACB
SET
ZNF770
CYB5R3
PDPR
ARF3
TOP1MT
ERICH1
SBK1
PLK1
MATK
CPSF4
RASD2
RPP40
OBSL1
FAM120B
FAM98A
EMCN
NAV3
ABHD12B
BCS1L
PPARA
REST
HESX1
LTBR
HLX
PRDX1
PATZ1
ZNF410
ZNF134
AP1M2
PPM1J
ERAP2
EIF3A
NAT10
TRIM16
HSD11B2
DSN1
MRPS26
CSNK2A1
CECR7
NSD1
COMMD10
IFIT1
FIGN
DHX33
KLF2
RFX2
ZEB2
P2RX4
IQCK
RAET1G
NUS1
ESPN
CFL2
PARP1
OTUD6B
EFTUD1
FTH1
CTDP1
BCAN
NBPF14
TMEM125
GMCL1
LSM3
TLR4
CDC25A
FANCA
KCNN1
HTR7
ING1
HJURP
WDR86
RNASEL
HTR2A
ACSBG1
PEF1
ANAPC2
ALDH1B1
KIFC1
ABCG4
TGIF2
EIF3B
IFI6
MTX2
ADD1
PARP3
SNAI2
FOXM1
RASL10A
BCAT2
FXR1
SNRPA1
CAPRIN1
PLEKHA5
TMEM62
FAM89B
PTTG1IP
TRMT11
EFNA4
TBRG4
EIF4A3
FOXA3
TBC1D20
ACSL5
HMGA1
GTF3C2
STOML1
EXOSC8
ZSWIM4
DCN
RHOJ
NOC3L
USP6NL
SERPINA3
VGF
SRPX2
BRF1
PTPN2
WRN
DOLPP1
ZNF525
RET
GRWD1
OBFC1
USP33
LCMT1
ZNF426
IGF2R
SIRT1
CD2AP
LYST
RNF130
LARS2
ZNF248
FAM135A
CAPN10
LOC148709
SAMD9L
SOX13
NR3C2
DIAPH3
HEY2
CCDC77
CUZD1
MED9
PPIA
SH3TC1
CYSLTR1
POLRMT
ACAA2
COG6
STRBP
COL3A1
RPS21
EXOSC7
TSPAN8
SPC25
CDC34
PELP1
ZNF776
TFDP2
MRPL10
ZNF256
FBXO18
ATP1B3
RFX1
LTBP3
TELO2
SS18L1
CA14
TAF3
MCM7
SOX11
GNPNAT1
CAPNS1
VCAM1
FCHSD2
HLTF
FMOD
FSTL3
LAT2
APPBP2
PLCE1
NGF
GFPT2
TCL1B
TTYH1
ITPKC
GTPBP1
TP53
HIPK3
FEN1
GAP43
RBM25
NEXN
UCHL1
MCM5
FAHD2B
CLCN2
PHF20
MFSD3
UBIAD1
TPRG1L
MOXD1
UTF1
PAK1
SNAP23
RLN1
SYT13
HERPUD1
FBXO30
UFC1
MANEAL
SEMA6A
SCLY
DPYD
PINX1
NAE1
LRPAP1
ACOX3
RCOR3
NUCKS1
RAB5C
ZNF425
MTA1
ROBO4
KRAS
BMP1
CDH1
MBNL1
GH2
ZFP3
CCNB1
ACP2
GRASP
MCL1
SLC27A1
GPR124
GNPTAB
RAPH1
GNAT1
LOC284023
LOC344595
MED6
WIPI2
EXOSC2
USP8
SNAP29
ZSCAN29
ZNF610
YTHDF3
POLG2
NUCB1
CBS
KIF1A
KLHL22
XPO5
CLDN19
ZFP2
NUP54
RALB
TMEM131
PAF1
ZFAND2B
COPS7A
RNF185
GDF3
DCTN2
LGALS3BP
RNF26
RTN4IP1
TMEM109
OAS3
CASP4
H2AFY
KIAA0226
MRPL30
CSDC2
GTF3C6
TTLL3
LHFP
PROSAPIP1
NEO1
GBP4
DTX3
PPP1R12A
TRIM38
TMEM99
CHD9
MMRN1
USF1
SEC62
GCA
LRRTM4
KCNK12
NDFIP2
PUS1
KIAA0391
OSR2
ZNF74
BCAT1
PCDHB2
TGOLN2
ACAD9
TUBA3D
C1R
KLKB1
TSHZ1
AMT
RNGTT
CYP26B1
TBC1D10A
SRBD1
CDCA8
NFKBIB
IL6ST
PPP1R15B
RIMS4
RIN3
POLR2D
ERBB2
ACTR5
CLK3
IGFBP6
SLC25A20
ANKRD27
CGB7
MRPS27
SASS6
DHX32
FKBP3
IGF1
ARL6
DDHD2
GRTP1
SSB
NPAS2
PLVAP
USP6
CHCHD2
SLC2A4RG
MTF2
PNKD
NKAPL
LYPLA1
MYOZ3
UROS
LRRC47
SOS1
GLYCTK
SDAD1
ANTXR2
BRD7
YARS2
THOC6
LARP1
ADPGK
CD47
HELLS
THOC3
HIC2
SERPINB1
ZNF85
ASXL1
SMYD2
FCF1
LRIG2
GRIA4
FAM108B1
CLEC3B
TMTC1
CDCA2
TRPV2
ZNF691
CTDSP1
SGCD
ZNF567
ARL3
TMED4
ABI2
NODAL
AZI2
KPNA2
NSF
LPCAT1
MAST4
NNT
KLHL7
VPS45
OSR1
PDCL3
DEFB1
FGD6
CRIP2
OSBPL5
TAPBP
WFDC1
IMMP2L
CCBL1
BRSK1
PTH2
SIN3A
PODXL2
DPY19L4
SP8
HNMT
FBXO4
THRA
TMEM140
GATAD2A
GAL3ST3
YIPF3
LCAT
GPR63
SYCP2
MAFB
EPRS
SERPINB6
SP110
USP14
PDIA3P
ABCB9
AUTS2
KNTC1
PRSS23
ZNF230
GCAT
APOD
EML3
ZNF2
ZNF121
WDR89
ZDHHC23
MAN1A2
ERBB3
PPP2R5C
TRAP1
ABCA6
KCNS3
MYO16
CIB2
GTPBP4
CLN3
STAU2
ARHGAP15
UCK2
MAN2A2
BSN
ATF6
DNAJC13
DAZAP2
FANCL
LIN28B
RRP1B
GTF3C3
KIAA1967
MTHFD2
NTHL1
EVC
AKT1
KAZALD1
KIAA1244
CEP70
SMARCA4
CFI
DNMT1
SLC4A11
SCD5
CARHSP1
INTS2
CALB1
HIST1H1B
METTL3
MAP3K6
PRKCI
BTF3L4
GDAP1
HN1
SIRT2
CDKL1
ZNF418
LSM14A
CER1
MKI67IP
GOLGA3
WDR5
JUNB
ZNF669
RNF103
ZNF346
OAS1
TROAP
UMPS
TM2D1
PKP2
GPHN
IMPDH2
AQR
TSGA10IP
TLR6
LRP10
MDC1
ABI3BP
PAG1
FBXO31
ALG6
CFLAR
GALK2
PSME4
PITPNC1
ALPK1
B4GALT6
ZNF331
EXOC7
ZNF219
CD164L2
BRI3
CNFN
FAM53C
GTF2IRD2B
CCL8
HLA-DQA1
BBS2
SOX21
POSTN
ZNF653
SLC23A3
NUP85
BICD1
ADRA1D
ZNF662
XRCC1
IFT172
LGALS8
MTIF2
LGALS1
CCDC111
FLT3LG
CTPS2
ASPA
CCNC
ZIK1
MYOM2
TNFSF13B
USP24
WNK2
HSPA12A
CLDN7
CYP26A1
SLC37A1
PDYN
GPS2
EPB41
MT1A
ITGA8
NCSTN
NUDCD1
CES3
HAPLN3
TGFB1I1
ENPP5
HERC5
NBPF10
EFHC2
NQO2
CDC42BPA
TMEM119
LAMC3
FBXL15
SNW1
UNC119
ZCCHC7
BIVM
HDAC2
CCNI
PSMD10
TUBA1B
NFIC
ZXDC
ZBTB17
TEAD4
GCDH
SEH1L
RTEL1
RPAP3
XYLB
DHRS1
GRPEL2
SAV1
IFITM1
FUNDC1
FKBP9
USP9X
SOS2
B3GALNT1
RPS6KA2
HSD3B7
ZSCAN10
GATA2
APEH
MPP6
USP48
SKAP2
TMEM74
FBXL3
DHRS13
SGCE
BCL9
DNMT3A
POLB
AFG3L2
CD14
ZNF132
CECR2
DOC2A
DPY30
PTP4A2
POLI
RBM33
OAS2
POLA2
FNBP1
MCM2
D2HGDH
MORN2
ZADH2
CEP57
TK2
HOMER1
PLEKHM2
NBPF3
PC
ZNF395
HNRPLL
MBD5
MYB
XRCC3
AFAP1L1
RPE
TMEM43
GPC1
SPTLC3
PIAS2
TRIP11
PLEKHG6
LRP8
GHDC
SALL3
RAI1
BUB1B
GUCA1A
INPP5F
IFI16
TMEM145
PRIM1
RPUSD2
PMAIP1
TICAM1
SCO1
XAF1
TIRAP
RNFT1
SENP2
CCPG1
NOTCH4
MAGOHB
SLC7A1
SETD1B
VNN2
SLC6A13
NSUN5
RAB22A
SLC22A4
LPPR2
CD59
SLPI
PCDH9
LEMD1
ZNF532
FBXL20
ZNF679
ZFYVE20
LRRC61
ZNF480
TOX3
ST6GALNAC6
FOXD3
XKR6
BTN3A3
SRGN
LYPLA2
FBXO22
AFF3
CPEB1
NECAB2
NRGN
KREMEN2
TRIM21
LMNB2
TRAK1
PCDHB15
RAB11FIP4
ZNF213
GH1
CPSF6
CGNL1
ARHGAP20
CACNA2D4
AMD1
NDC80
CACNA1C
NIN
ZNF620
TPST2
XPR1
TMEM71
PCDHB5
CCDC34
DNAH5
ANKRD32
PUS10
HSPA9
LEFTY1
ZNF25
S100A6
OTX2
ATP6V1F
CD302
KIF15
VPS28
VPS16
PNRC1
PELI1
PPP1R15A
ZNF35
SHD
PAPD4
ESAM
COBL
RIMS3
MYH11
KIRREL2
SRL
RNASE4
AKR1A1
CAMK2N1
OPTN
TGFBR3
FZD5
SUCLG1
PLAGL1
APPL2
DAAM2
MT1M
YEATS2
FAM133B
SNRK
RILPL2
PARG
TRIM46
MGA
PPP4R2
SOX10
RABEP1
ZNF259
FZD7
DUSP16
ZNF114
WDHD1
ANGPT1
RCC2
H6PD
RELA
SCNN1A
CRIP3
TTF2
NUP93
STX3
TRERF1
ASRGL1
CAMK1
PAK4
MAGI1
RBPMS
STX5
MYO1C
FOXK1
LIX1L
RIF1
PRKX
CCNG2
RUFY1
SCFD1
KCNG3
ACBD6
KCNN2
CDC42EP2
CAMK2D
ADAMTS19
ASPHD2
ALDH2
KIAA0247
CBLN3
NUP50
SLC10A4
SUPT3H
PABPC1
KCNG1
SNTB2
TMEM183A
ZNF337
MRPL42
PMS2
FGF19
WFS1
PASK
ZNF687
MTL5
MEST
ALDH3B1
ZC3H7A
SGPP2
DEK
SLC19A1
FARS2
SLC39A1
TTC19
KPTN
MRPS31
RAD51
SPHK1
CCDC89
ELP4
FLRT2
CRYBB1
CEP152
TRMT1
RALGPS1
VPS13D
ENOPH1
PCDH8
PCCA
CSNK1D
DMXL1
CRISPLD1
RARRES3
PIGH
CTSF
RAB27A
CRAT
LAPTM4B
UFD1L
APOL6
HNRNPA3
LRRC29
ATP6V1E1
TRIP4
CPNE2
TNPO1
ENTPD1
SCCPDH
ENPP1
STRAP
STK38L
YTHDF2
TLCD1
GRIK5
PLCH1
ZNF3
NEK1
DPPA5
HTRA1
EFEMP1
CEP63
TRIM65
ARFRP1
RECQL4
ECT2
LOC153684
POLR1A
PTGES3
ARL2BP
ACOT2
ZDHHC14
EFEMP2
ZBTB9
SNRPC
ZNF32
NIF3L1
FGF11
NID1
AP1M1
ACN9
FBXL16
GPR3
EPHA8
SDCCAG8
GIMAP8
CYB5R1
TMUB2
RBM12B
PSIP1
WDR62
S100PBP
MS4A7
ERH
TAF4
HNRNPD
KCNQ2
KIF17
MYCBP2
CUX2
USP36
NEK2
SRD5A1
RRM2
IL7
ATRN
DYRK1B
ZNF319
ZSWIM1
CTDSP2
RDH5
NUP155
FERMT3
TDRD7
TBC1D9
BUD13
GLIPR1L1
AGTPBP1
MTMR11
PPP1R11
MT2A
F2RL1
ZDHHC7
OSBPL8
MFGE8
ACAA1
OR52A1
GDPD2
EIF1AX
GPR176
PRKAA2
PTDSS2
GINS4
H2AFX
PIK3IP1
GCNT2
NSMAF
FUT1
E2F7
CD68
KRTCAP3
ATP10D
RAB32
NRSN2
CD93
FTSJ2
GABRG2
CASP7
CLDN5
NUP133
MRPS7
FAM46C
KLF12
ELL3
LRRC48
ZIC2
RTP4
NUP153
RCAN1
ANKRD34B
KLRD1
DDX10
TFAM
ZNF146
ACADS
YIF1B
MGST3
FBXO2
EBF3
PSME1
CSPG5
LHX4
ABCE1
PDK2
SIAH2
NNMT
PLA2G4C
CLK1
ZNF485
MRPL11
GPR126
STIP1
PRDM8
CYP2E1
TOMM20
HCFC2
MRPL18
ZNF805
CLEC2B
POLR2H
IGF2BP3
NUDCD3
LECT1
PVRL1
CENPQ
POP7
KATNAL2
AMFR
SLC25A15
CCT7
QSER1
AHNAK
TIE1
CTSZ
NUDT16
COG8
SFRP1
OXR1
SGOL2
CCDC50
C2CD2L
LYG1
CYBASC3
POP5
TRAF6
LMF1
EBF1
EXOSC10
SUCNR1
LOC286467
SKIL
TTLL12
STX4
TSPAN3
PSPC1
ZC3HC1
ZNF688
SHPRH
MLLT11
CDC25C
TEX10
ZNF286A
BCL2L13
SCARB2
RSF1
GLI4
KLF6
CALCOCO2
PTGDS
DDX21
ESCO2
NKG7
KHDRBS1
MAP1S
FGD2
SPHK2
NFKBIA
PDPN
PROM1
PRUNE
RPAP1
MAPK6
RTBDN
APBB3
BTN3A2
SEMG1
DEPDC1B
NUP35
MRE11A
AGPAT3
RFX3
LPP
PTCD1
CTSO
MAN2A1
TMEM50B
RNASEH2A
RPS6KA1
B3GAT1
KIF3C
TCF21
MEGF10
AGK
SOX4
ATP1B2
PODN
OGDHL
NIPSNAP1
FAM83D
CPM
MT1E
DGAT1
VSNL1
SYMPK
HAPLN4
RHPN2
FAM71E1
PARL
NMNAT1
TTC3
INTS12
E2F3
G3BP2
LRAT
PACSIN1
GTF2H1
TTC13
RRP12
RAPGEF3
PRMT2
TACC3
PIGP
EPHA3
NENF
MOSPD3
ZBTB16
CHST13
INTS7
GYLTL1B
MPHOSPH10
SNAP25
BCL2L11
CLDN10
HIST1H2BK
ZMYM6
LOC400657
NPIP
SSRP1
ZUFSP
CETN3
TRIM4
PDPK1
HSDL1
MSX2P1
FANCG
NFIX
UBA2
MAP4K1
ISG20L2
SUMF2
NCOA3
RBX1
CAT
MBTPS1
THOC1
BBS5
WASF2
CNOT6L
ARSA
TRIM59
FOXP2
SERBP1
TOR1AIP2
MYCT1
PPP1R7
GATAD1
NFE2L2
RBCK1
ACTL6A
GRIN1
ADIPOR2
RTP1
SLC25A11
NBPF1
TRPM6
HOXB3
PLAC9
GGPS1
TAF4B
VEGFB
USP10
RFWD3
MYBBP1A
RSRC2
PROCA1
CHRAC1
FNBP1L
CRABP2
DBNDD1
MSH2
CHD1
LTV1
STAT2
PRDM7
LRRC26
RRS1
GLIS3
EME1
PANK1
MYL7
HDHD2
HOXC4
N6AMT2
LMTK3
FAM120A
RELL2
ACTL6B
APOBEC3F
TBP
UTP6
TERF2IP
ARID3B
ARL5B
TMEM5
LSM2
S100A10
BCAR3
KHSRP
GUCY1A3
DHDH
MED20
SLC35B2
YARS
CRIM1
TJP3
GDF11
GPC2
POFUT1
HPS4
HAVCR2
MAP1LC3B
MED22
ATP6V0A1
C1GALT1
ZNF446
RRBP1
HNRNPL
ANXA6
TRIM28
CLIC4
ADCK5
ADAM15
CYP2F1
ABCF3
PAPSS1
FAM49B
BRSK2
TUBGCP2
SLC9A1
DDB2
DCUN1D5
GPBP1L1
MSRB2
RHBDD2
P4HB
DDR2
DNAJB12
ATXN3
GPRC5A
LSM12
PRMT5
OR5B12
SALL1
TMEM160
TBX3
TUBB2A
TUSC1
SELV
IGF2BP2
METTL5
IRF2BP1
PPM1E
SIGIRR
LYRM1
FBXL14
VPS37C
TERF1
DHODH
SRPK1
NOLC1
CDT1
ANKAR
SYDE1
MGP
AKAP11
EXOSC9
BAK1
TFB1M
PFN4
DUSP1
BIN3
HNRNPAB
NDUFV1
ZNF560
GAS1
FGFR3
ZNF334
FOXF2
FYB
STARD10
EFCAB7
EXOC5
TMEM135
CSDE1
BCDIN3D
TUBB2B
EXTL3
MGST2
HIC1
TCF20
DENND3
FAM71F1
RFWD2
VAMP2
ZBED4
SPOP
GABARAPL2
ZNF540
CMPK1
ACD
CLPX
CRYGS
CTNNA2
SLC25A26
CFDP1
ASB13
KAL1
LTA4H
GPR116
HIST1H4K
TIPIN
ZNFX1
VPS26A
RNASE1
LOC728554
PCBP1
FRAT2
GAK
GDI2
SYF2
HSPE1
RPS7
PDXP
PSMC5
JUND
MOCS3
TRIAP1
ERAP1
MS4A6A
CASP3
CYBRD1
CACNG7
DOCK3
LUM
ZNF813
CDCA5
SIDT2
CDA
RHEBL1
ADAMTS20
CTDSPL
STK11
CEBPB
COX5A
BRCA1
STAMBPL1
PALB2
KIF2C
UBE2J1
SLC24A6
THADA
PPP2CA
NXPH2
DPY19L3
PAX6
RASL11A
LRRC40
IFITM2
ATP5EP2
SMC6
COMT
CDRT1
CCDC57
UBAP1
TNFRSF13C
PWP2
AGBL5
TXNDC11
PCGF1
VPS41
AK3
FOXRED1
SPATA4
TMEM64
UBE2G1
EFCAB1
NUDCD2
G3BP1
XPNPEP1
PLEKHB1
PPP1R13B
RAB11FIP3
SLC25A13
CIT
ARHGEF3
ZCCHC8
CDC42EP5
ENG
ABCA7
SNAPC5
GLRX2
TNFAIP2
AIM1L
SUMO1
PPP1R3C
ARID5B
RNF144B
PRPF38B
HIP1R
ISYNA1
MPHOSPH6
RNASEH2B
ACOX2
DDIT3
MAML1
FCER1G
PNO1
IFI27
KCTD6
ZBTB24
WDR47
HEATR1
TBX2
POT1
ALG14
LUC7L
THYN1
ROBO1
CD248
SYTL2
KCTD20
C1QBP
CRADD
IRF2
MNAT1
ZNF131
RBBP4
ZNF714
GRHL2
ICAM2
ETS1
UGP2
RPA3
CCL5
POLR3A
SUSD1
RETSAT
POLR3F
HDGFRP3
ZNF503
MAN1A1
ANKRD29
MEIS2
CDH5
AIFM2
IER5L
COPZ1
CENPK
NSUN7
LPHN2
TCP1
SCG5
IFT57
CD81
SLC2A9
ATF7IP
ITFG2
COPS7B
UBE2V2
CXADR
FUT10
TMEM26
ARHGAP23
TSKU
TCEAL2
CCT4
UBE2I
HIST1H3J
NUP160
TBCE
TRA2A
FANCD2
SSBP1
GMFG
BAG3
MARVELD2
SLC29A2
UPF3A
B3GALTL
TCERG1
PECAM1
SLC35C1
SLC9A8
NPR2
GGT5
FIBIN
ERCC5
CKAP2
RGS16
SDF4
RUNX2
HOXB2
ARRB2
IFIT5
RAB11FIP5
NRN1L
ZBTB46
PHC1
HERC1
IKBKG
KIAA1407
RPS3A
POLE
POLD3
SMNDC1
EFNB3
ZNF689
DPT
AP3B2
ALMS1
MRPL53
ASPM
NUDT15
SDK2
IL4R
HEG1
GRINA
SMYD5
CLK4
ITGA5
MDFIC
SNX1
TNFRSF4
GDPD5
AKAP1
TBL2
KIAA0513
PRSS8
HAGHL
SON
RSPRY1
NOD1
LRRFIP2
SLC2A5
BICD2
AMH
PRKAR1A
DNAH1
CHM
CYHR1
PSMB5
CHDH
ALKBH3
BCL2L12
TAGLN2
AP1B1
RRP15
MAPK8IP1
CCDC92
ZNF107
HMGB2
TBC1D7
RXRA
CDC42BPB
CLK2
BTG1
WDR77
TARDBP
ZNF165
IDUA
AKR7A2
LOC642361
SNRPA
MED28
SYT14
CENPL
PRR19
CTAGE5
ALDH7A1
MYADM
CREBZF
ZNF613
HCLS1
DMRTA1
HOXD8
HEMK1
KIF5C
TSPAN31
EGFL8
RPL37A
RLF
DCTD
IGSF5
HIST1H1A
GLB1L
CRIP1
ARID3A
ELOVL4
SULT4A1
BCL7B
DBC1
CALCRL
ZNF740
PDCD2
RAB7A
SNRPG
OAF
GALT
ZHX1
GRIP1
RND3
VAMP3
MARS
COX4I2
MRPS16
RBM14
ZIC5
MELK
CCDC88A
WDR75
FAM19A4
PARP4
SGSH
TRIM7
CBX6
PLD1
PDGFRB
ERGIC3
EXOSC5
TMEM92
NSUN6
UPRT
LAMA4
MED12L
COMMD2
PPM1F
UGT3A2
TOPBP1
MDK
MSRA
TXNDC12
HLA-DOA
ALOX5AP
TEAD2
H19
RNF40
FMO3
CLN6
EFR3A
LMAN1L
DHX9
ATP6V0A4
NTS
FUS
MYO9A
PRDM14
KIAA0895
NR6A1
DKFZP586I1420
PRPF4B
CGN
CCDC138
LAMP1
RANBP1
SPAG5
UBE2O
RBM11
KIAA0020
CRLF3
PEX11B
BMPR1A
BRAF
SH3GLB1
LZTFL1
NDFIP1
PSPH
ARFGEF1
CD58
SPARCL1
SMARCB1
IL23A
PSMA5
FBXO46
PCNXL2
DPF2
PLK4
YES1
SERPINB9
SYT7
SYT15
GIMAP7
PANK2
CHMP4B
LRRN1
CHST4
PSMB8
BAIAP2L1
ISCA1
NUP107
CD97
ADCY9
CHD7
RUVBL1
RNF14
ZNF519
RAC3
NCOA4
FRMD3
PRKAG2
EP300
RHBDD3
RAD54L
SFXN1
TMEM115
PNN
BCAP29
RPP25
COL15A1
FAM89A
LOC401010
TRIOBP
LIMK2
PKN3
TMEM80
ST6GAL1
NR2F1
MRPS9
RNF19A
NR1H2
NMT2
ABCF1
TAF1B
FBXL8
RBM15
ZDHHC1
MAT2B
TTLL11
RFNG
PRMT1
USP46
LPAR1
DCTN6
FABP7
WBP11
MCOLN1
TRIM8
CASP8
GSTM2
CLNS1A
ZNF696
GHITM
IKBKB
NRXN1
IL10RB
SLC22A3
ETS2
RLTPR
IGFBP7
WISP1
DYRK4
HSPB1
LRIG1
UBE2N
GABPB2
FZD1
PRKCA
LIMCH1
HAS3
UBE4B
CCNDBP1
CFD
CCNG1
CLP1
HSPA1A
EEF1E1
PRRX1
TFEB
CLDN6
NEBL
CDKN2C
CAD
NEK3
MAP1LC3A
IL17RA
STAT5A
COCH
B4GALNT4
PPP1R3B
HOXB4
MLLT10
CRYGD
STMN1
NLRC5
THBS1
GLMN
GPIHBP1
ANXA2
MEF2D
ARSJ
TMCO1
SPC24
NMU
IFT88
SERP2
ART5
SLFN5
IWS1
CTSC
LRRC58
WIPF3
ZNF530
TEX261
C1S
REP15
ARFGAP3
ITGA1
UNC13B
ISLR
ACYP2
HLA-DPB2
RIC8A
APBB1IP
BCAP31
SECISBP2
DHFR
ST3GAL2
HS3ST1
STK35
ODF2
IGSF9
DDX6
TFPI
PIGW
BTG2
TM4SF1
ARHGAP19
API5
COG1
PHF5A
PRDM2
SSR2
SURF2
DAD1
LTC4S
CLPTM1
CLEC11A
RBM4B
NUPR1
FAH
CYB561D2
ANKRD17
GNG11
IRAK3
ZCWPW1
NFE2L3
MND1
GGNBP2
CHRD
TNFRSF8
SLC16A10
MT1G
ZNF148
PDGFC
DVL3
NUMA1
ZWINT
DKFZP686I15217
DDX55
ADSL
GNS
SARM1
PPP3CB
CCNA2
GLB1
RPS24
RTN3
SCGB3A2
HSPA6
DNAJC4
VAMP5
ACTN4
CTH
ARL5A
DEPDC1
MTF1
XRCC4
MYD88
NAPEPLD
PNPLA7
SLTM
CDON
ERO1LB
ATG5
CRYL1
PCBD1
DDX58
JAKMIP2
PRPF40A
SCAMP5
GCK
NACAP1
MRPS17
SRI
SNX27
ST3GAL1
ARMC1
CEBPD
RIPK3
PDGFA
TNRC6A
SF3A3
ZNF154
RDM1
ZNF644
GPAA1
HAGH
HOXB7
SELP
ADAMTS5
HMGN3
TNFSF10
HTR3A
ST8SIA4
FAM117A
PARD6B
MR1
PPP2R5D
HPDL
PIGT
HBB
SEMA6B
RNF4
FGF2
PIK3R4
PDGFRA
PKMYT1
PHC2
TST
EGLN3
KIF13B
STAT4
ZNF217
TM6SF2
DCLRE1A
SCP2
SERP1
PRRT3
MRPL21
CCT8
PAM
ALAD
PIK3R1
VARS
RARB
PHIP
ARHGEF17
ZNF93
COL6A3
SRCRB4D
JOSD2
APH1B
TLN1
CAV1
DENR
ANXA2P3
SAMD9
RAB5A
ADNP2
GAL
TMEM107
PPM1B
STARD7
VCX3A
CHRNA9
TC2N
