"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"NOMO2" 0.30994474341248 10.8027103862355 3.09205184985707 0.0026636948095891 0.00532313531517942 -3.23618848526449
"ZNF235" 0.379634044351374 6.68421112382667 3.09146298041956 0.00266845813435888 0.00533215340309513 -3.23784629570429
"CBR4" -0.288372460864848 9.50541551579305 -3.0909974105253 0.00267222970064391 0.00533918823618229 -3.23915680840498
"KIAA1946" -0.227833749592208 5.93626682597437 -3.09019367106714 0.0026787524299488 0.00535171813068853 -3.24141884682858
"HERV-FRD" 0.178788506311636 5.7795262461072 3.08996269787032 0.00268062962325762 0.0053549655067912 -3.24206880864726
"SERHL2" 0.157495627684554 5.50061842153233 3.08990744701381 0.00268107884588574 0.00535535995218665 -3.24222427954622
"ZNF385D" 0.499493535137236 6.74190419203866 3.08946657909772 0.00268466587414454 0.00536202139050972 -3.24346476183286
"ATG10" -0.29937715643498 8.53366708852545 -3.08866871535183 0.00269116886618547 0.00537416677251829 -3.24570937147091
"ANGPTL7" 0.351905867368381 5.62236283187717 3.08865850886288 0.00269125214897583 0.00537416677251829 -3.24573808210607
"LOC731196" 0.162165658993436 5.72150196852497 3.08835657170847 0.00269371697611049 0.00537858385420503 -3.24658739036553
"LOC642684" 0.148866515020371 5.46129446966204 3.08763139484377 0.00269964544215073 0.00538991535573382 -3.24862694185529
"KIRREL" 0.334236830557043 5.81583384304289 3.08746437278158 0.00270101259788595 0.00539213880522122 -3.24909663490536
"CCL2" 1.19689017005784 9.38937185979784 3.08681567550338 0.00270632860124842 0.00540224433907237 -3.25092068281513
"FAM53A" -0.291253763467335 6.19552435176436 -3.08667654070155 0.00270747006140512 0.00540401573389774 -3.2513118706868
"CLEC7A" 0.194412262946765 5.56047383554925 3.08650670141718 0.00270886402714702 0.00540629074136276 -3.25178936728486
"HS.353387" -0.236793501668239 6.30814499423063 -3.08646047965835 0.00270924351034281 0.00540639892082447 -3.25191931432013
"C1ORF71" 0.57146004072373 9.71881731291541 3.08643818522933 0.00270942656649846 0.00540639892082447 -3.25198199192418
"ART3" -0.897423100828944 6.55064591059113 -3.08590255299167 0.00271382801797488 0.00541467364884566 -3.25348773604186
"GTF3A" 0.278202460120618 11.8799170263234 3.08555710365951 0.00271667020272799 0.00541983604222727 -3.25445873546067
"LPL" 1.07392536016015 6.693511109248 3.08445164303014 0.00272578398042746 0.00543750830419887 -3.25756541008935
"MPP4" 0.600015144612668 5.71329077941289 3.08418016738639 0.00272802645512733 0.00544147137350088 -3.25832820081475
"HS.327917" -0.213186104333512 5.92221439687365 -3.08405240247788 0.00272908242681992 0.00544306725746708 -3.25868717524237
"FOXJ3" 0.261251950766804 10.6464689077368 3.08261333077274 0.00274100255468895 0.00546615712334633 -3.26272963407174
"FALZ" -0.344053573074278 6.79769728405005 -3.08259275525138 0.00274117333621999 0.00546615712334633 -3.2627874212268
"TMC6" -0.747670259927564 7.82675496123406 -3.08199568428938 0.00274613346989389 0.00547553478047552 -3.26446418317317
"HS.571035" -0.29345466679804 6.20015551083778 -3.08194968528603 0.00274651594981061 0.00547578411926342 -3.26459335191489
"HS.541237" -0.215575637191053 5.86376236351646 -3.0810554192664 0.00275396157830577 0.00549011403300301 -3.26710421149951
"SRM" -0.429705318160258 10.0541420780684 -3.08081843289338 0.00275593785973992 0.00549353895741054 -3.26776950751161
"F8A3" 0.228094781422542 5.81591915558776 3.08078674446318 0.00275620221636874 0.00549355110048533 -3.26785846387755
"HS.568837" 0.168408632564439 5.94189489579655 3.08061641968785 0.00275762353243845 0.00549535887888998 -3.26833659022164
"RCSD1" -0.359784559791671 7.84410642091546 -3.0806161351674 0.00275762590725738 0.00549535887888998 -3.268337388894
"TRIMP1" 0.299774572855723 6.08608528292121 3.08033360422673 0.00275998505822647 0.00549954493428902 -3.26913044724588
"DMRTA2" -0.125994792541165 5.48435134195051 -3.07982685635716 0.00276422113265881 0.00550746981198816 -3.27055273110049
"CDH23" 0.586524707899089 6.15226310458544 3.079703512334 0.00276525312009239 0.00550900993888595 -3.27089889095929
"LOC731985" -0.365809101558357 12.3926537206711 -3.0791317210534 0.00277004182659848 0.00551803331087996 -3.27250345358719
"WDR3" -0.239063254057586 6.09688221909713 -3.07905639641135 0.0027706732384524 0.00551877427241512 -3.27271481197627
"HS.545902" 0.215697925991863 5.98594105187884 3.07888816774335 0.00277208390485029 0.0055210671104935 -3.27318684088166
"THRSP" 0.727816120039704 5.5595758552146 3.07884999173495 0.00277240411921417 0.00552118790560853 -3.27329395516535
"UCP1" -0.182611661437632 5.4582250613694 -3.07850509035807 0.00277529865576812 0.00552643490983371 -3.27426163134251
"CARD10" 0.465078649804842 8.86901517576731 3.07838025062963 0.00277634704751453 0.00552800505922322 -3.27461186773026
"LOC654147" -0.177970296777044 5.84499114886486 -3.07834552901914 0.00277663870156517 0.00552806830971478 -3.27470927676731
"LOC650815" -0.247017032768286 5.65322037562055 -3.07786712354388 0.0027806601032472 0.00553555648630522 -3.27605131964289
"FEZF2" -0.146165138406464 5.40625926427145 -3.0775209792422 0.00278357311085312 0.00554083694936896 -3.27702223328679
"KCNH3" 0.305344560750116 5.70278017777946 3.07737439630662 0.00278480754653237 0.00554277545824741 -3.27743336297874
"WASL" 0.264473659134269 11.1234588639618 3.07727987608886 0.00278560381013 0.00554384156486482 -3.27769846097441
"CDK9" -0.206807580396979 9.13321949296225 -3.07664398796168 0.00279096620160267 0.00555399401948642 -3.27948174675576
"LRRC20" -0.578635071075681 8.85178452838321 -3.07655641055269 0.00279170548535715 0.00555494549850626 -3.27972732574696
"TSTA3" -0.377393039632642 7.80829365034614 -3.07613196807346 0.00279529098966325 0.00556155968956384 -3.28091744055955
"VTA1" -0.271261421618457 9.17444989322883 -3.07597894297826 0.00279658472741797 0.00556361333117355 -3.28134648260254
"HS.143909" -0.336021168711779 6.07987158760811 -3.07561954721849 0.0027996253958776 0.00556914166236907 -3.28235406602042
"HS.566280" 0.293889466444354 6.623509035483 3.07551991736627 0.00280046885787816 0.00557029858574213 -3.28263336635156
"SUPT7L" 0.180065073228452 5.83537990944117 3.07509270967697 0.00280408825621787 0.00557697627844883 -3.28383090921774
"NKAIN4" -0.509899466680399 6.05218138902668 -3.0745538429234 0.00280865985151716 0.00558554634457943 -3.28534126218736
"C2ORF63" 0.294666754997747 6.57126380729422 3.07374966334902 0.0028154951621148 0.00559814101302425 -3.28759484591974
"LOC440525" -0.256554417468762 5.91826715736134 -3.07374681828599 0.00281551937178945 0.00559814101302425 -3.28760281790766
"BCR" -0.257282865440098 6.25646085379962 -3.07353105645863 0.00281735593095591 0.005601208286929 -3.2882073744303
"ALDH5A1" 0.69731467524495 7.48079524230206 3.07349197959951 0.00281768867116088 0.005601208286929 -3.28831686266292
"RPP21" -0.235884812767389 12.1333965356847 -3.07347279997761 0.00281785199936191 0.005601208286929 -3.28837060103698
"DACT1" -0.741684177669344 7.30526095448213 -3.0732135487362 0.00282006057199619 0.00560507460539441 -3.28909695695275
"HS.544843" 0.148474857040099 5.46486933062917 3.07288797666524 0.00282283641182742 0.00561006758067655 -3.29000905701641
"LOC642197" -0.309265763099996 9.79203056389919 -3.0722460669081 0.00282831679392572 0.00562043409226401 -3.29180715866732
"FGFBP1" 0.998556608177906 5.86654316884701 3.07220487888545 0.00282866877877549 0.00562060846271215 -3.29192252319919
"DHH" 0.177727017277351 5.67590315881451 3.07214833187784 0.00282915208479448 0.00562068287255209 -3.29208090505484
"HS.543167" 0.204920912072705 6.08741509543274 3.07213866559194 0.00282923471000025 0.00562068287255209 -3.29210797900749
"CDKN2AIPNL" -0.4128854830612 13.1278480080984 -3.07183540185176 0.00283182807754616 0.00562530958512181 -3.29295734465753
"C19ORF42" 0.23171319389678 9.460585698347 3.07140865405204 0.00283548116123934 0.00563204031942497 -3.29415244374899
"CBX7" 0.712874783588289 8.02117586865664 3.07074338975599 0.0028411847443378 0.00564284226860966 -3.29601523688152
"ONECUT2" -0.237566271643705 5.75451029647732 -3.07065772128471 0.00284191998901481 0.00564377556589806 -3.29625509180578
"HS.582788" 0.216202673930238 6.03943661931647 3.07057581607057 0.00284262310096584 0.00564464488243505 -3.29648440530528
"TBPL2" -0.180504787118421 5.88749072187969 -3.07041382352706 0.00284401419502081 0.005646709316692 -3.29693792817928
"SCGN" 0.531963873278795 5.74348778411668 3.07037295732655 0.00284436522909061 0.005646709316692 -3.29705233630507
"PAPPA" 1.30679571691023 8.35355676360076 3.07036202554096 0.00284445913818602 0.005646709316692 -3.29708294048613
"PRKRIR" 0.244513068566453 11.3384854216706 3.07027254659454 0.00284522791196662 0.00564770837210171 -3.29733343879363
"ZXDB" -0.277158251661 7.24119988283126 -3.06951175809625 0.0028517721558993 0.00566017033947318 -3.29946304548596
"HS.580472" -0.191450423625436 5.79262948304452 -3.06922405925423 0.00285425055921755 0.00566456089243483 -3.30026826408449
"HS.286666" 0.348893896755521 5.64422677951636 3.06915550987066 0.00285484137800924 0.00566520486534514 -3.30046011281152
"LOC643109" -0.22012245182594 5.8080863157389 -3.06879057096628 0.00285798865398226 0.00567092133011723 -3.30148140687948
"SERINC5" 0.282604865494406 5.47340551213975 3.06851107334952 0.00286040125250352 0.00567517909168944 -3.30226352436749
"GAGE6" -0.196899933805777 5.62135538988054 -3.06826295942265 0.00286254453412955 0.00567890177070227 -3.30295777283794
"TXK" 0.421117702416816 5.41188024828692 3.06799363333336 0.00286487274045301 0.00568299058679249 -3.30371132391079
"DGCR2" 0.321092650286973 8.85549881838546 3.06791349080937 0.00286556587690425 0.00568383548747019 -3.30393554545696
"DMRT2" 0.577668818952627 5.62457547378266 3.06732449816821 0.00287066473415384 0.00569341814080992 -3.30558327531154
"DCUN1D4" 0.207124008064934 9.59852630758907 3.0669154741557 0.00287421057359592 0.00569991917872075 -3.30672738584168
"ZNF717" 0.422069060520076 6.56570038281091 3.06661956305687 0.00287677836899401 0.00570447960164739 -3.30755502339649
"TMEM25" 0.370861738741428 6.2326927867433 3.0660418710835 0.00288179748236528 0.00571389953834748 -3.30917059192854
"HS.573363" 0.182383385050758 5.34393501475677 3.06556779174558 0.00288592245884977 0.00572154502956413 -3.31049621486869
"SCN1B" 0.714431624557858 6.16880819584937 3.06549610081989 0.00288654672037027 0.00572224932795862 -3.31069666299261
"MARCH1" 0.191423101267907 5.48660536752189 3.06530681249543 0.00288819558475313 0.00572498446400931 -3.31122589575977
"LOC729602" -0.395068809492862 6.15989623928761 -3.06508419136756 0.00289013592549928 0.0057282968012761 -3.31184829025626
"CCR10" 0.219482053062064 5.69269823447092 3.06463748865381 0.00289403298711765 0.005735486412837 -3.31309705236015
"WISP3" 0.259011112912709 5.30099675760233 3.06443005849917 0.00289584427848635 0.00573854142422985 -3.31367687561348
"HS.519532" 0.189086388447967 6.04222960023487 3.06401403143972 0.00289948022178559 0.00574521134584082 -3.31483968808553
"PSMA7" 0.220925115749999 6.07478967764008 3.06314195626039 0.00290711563646035 0.00575929228580534 -3.31727676023561
"HS.446671" 0.237343704664353 5.91107914699681 3.06314053739116 0.00290712807450011 0.00575929228580534 -3.31728072490412
"RDH14" 0.167697708344112 10.8619137774071 3.06142596945436 0.00292219440734209 0.00578860097211525 -3.32207056537409
"CXCR7" 1.00379653526802 8.40377003009907 3.06106033958261 0.00292541664907071 0.00579444431905978 -3.32309171405408
"TLE3" -0.377210441091934 6.80482947722741 -3.06061964887809 0.00292930477372514 0.00580160538565247 -3.32432236542876
"LOC649993" 0.24411728619745 5.88429080265508 3.06058173677334 0.00292963948850106 0.00580172810351979 -3.32442823024415
"HS.568093" 0.201785901376314 5.83400532853472 3.06051667560296 0.00293021397709279 0.0058023255917651 -3.32460990296657
"HCG4" 0.658048342487439 8.22338873793151 3.06042300977479 0.00293104122776247 0.00580342343439779 -3.32487144406374
"FLJ40473" 0.252998818782811 5.75211628032459 3.06011394632998 0.00293377239449807 0.00580829045079751 -3.32573438951269
"UGT2A3" 0.743742774284684 5.58270273403678 3.05972293872546 0.0029372310791536 0.00581459676916484 -3.32682603295749
"TMEM85" 0.181926465281906 11.6812999318357 3.05930802685682 0.00294090534896028 0.00582132865044986 -3.32798429093689
"IL17B" 0.52203263414618 5.60699458064511 3.05912491136873 0.00294252829239902 0.00582368794894482 -3.32849543139749
"SHCBP1" -0.311376180122178 11.971664787115 -3.05911176667592 0.00294264482512618 0.00582368794894482 -3.32853212196059
"ZNF600" -0.440018189388893 6.90126047392673 -3.05892893960468 0.00294426610116948 0.00582609405430875 -3.32904243093875
"AGR2" 0.768197884235705 6.18344481260425 3.05891289735799 0.00294440840034879 0.00582609405430875 -3.32908720706329
"HIST1H2BF" -0.239240094432945 5.88537399655287 -3.05790408630439 0.00295336966635535 0.00584328212938747 -3.33190255715874
"HS.561130" 0.293425870176023 7.24815976951695 3.05780575153887 0.00295424452635955 0.00584446943082161 -3.33217694584282
"HS.136841" 0.245230936683179 5.43056888621227 3.05762682898977 0.00295583697283199 0.0058470760019631 -3.33267618459735
"HS.554507" 0.566390151927605 7.27085472450277 3.05730919513714 0.00295866594019902 0.00585212787929824 -3.33356240455137
"RNF146" 0.413095177568112 8.26168927373 3.05662093469776 0.00296480447141397 0.00586338659887565 -3.33548244271951
"DOK3" 0.238233748521948 5.36070090582615 3.05660918983428 0.00296490932525535 0.00586338659887565 -3.33551520430231
"C17ORF39" -0.276612314695902 7.71299839003732 -3.05542745186219 0.00297547705921538 0.00588373826592641 -3.33881107084597
"LOC641825" 0.457947238520268 6.29249266662875 3.05539433662122 0.00297577369627016 0.00588377786701642 -3.3389034144092
"HS.579070" -0.235937173343702 6.2148450559894 -3.05426708938617 0.00298588764234259 0.0059032266976735 -3.34204631956544
"LOC650155" -0.232629676325711 6.1713458627638 -3.05254826416934 0.0030013707879954 0.00593328606240242 -3.34683681416973
"C10ORF136" 0.379964907222057 5.77244976020064 3.0517572663905 0.00300852108080242 0.00594686849825743 -3.34904065218303
"KIAA0146" 0.235125845072452 8.37260208343902 3.0509516284392 0.00301581995789186 0.00596074208551549 -3.35128480549098
"CLCA2" 0.805598939442567 5.74618926099447 3.05005076451162 0.00302400101215583 0.00597584669586133 -3.35379364943471
"HOXC8" 0.999011732730782 6.82686139555603 3.05004823983495 0.00302402396851353 0.00597584669586133 -3.3538006796438
"PDCD5" -0.358399931463166 10.3567215362357 -3.04887607236074 0.00303469972229112 0.00599626790058118 -3.35706418654947
"HS.69297" 0.351104541730459 5.5442130513682 3.04885173666049 0.00303492173464609 0.00599626790058118 -3.3571319303942
"C6ORF108" 0.327568897576075 10.4802039828625 3.04872106091349 0.00303611413515947 0.00599806666378537 -3.35749568798105
"ZNF786" -0.468328094967357 9.71314533191055 -3.047739667369 0.00304508313093967 0.00601522690176614 -3.36022715667908
"HS.559820" 0.203496796011136 5.89064684086259 3.04731242864077 0.0030489953566043 0.0060223957870118 -3.36141604896082
"EPN2" 0.173999935819737 7.75998973637517 3.04715441597641 0.00305044345947346 0.00602469664126833 -3.36185572223913
"APOB48R" 0.329600057913245 5.46749026492482 3.04566493341069 0.00306412516709853 0.0060508171925114 -3.36599933015586
"LOC642362" -0.318191962972962 5.79874118185054 -3.0456526942284 0.00306423782604169 0.0060508171925114 -3.36603337168503
"YPEL4" 0.355482476243386 5.55893073957571 3.04429632910221 0.00307674669616946 0.00607495395657854 -3.36980522108178
"PLCXD3" 0.814584877719287 6.19240953106355 3.04421457628057 0.00307750216029035 0.00607588160864452 -3.37003252007836
"KIAA1462" 0.148663681021079 5.68445349936527 3.04372550410689 0.00308202518851114 0.00608424666216431 -3.3713921940482
"FCGR1A" 0.197646581738472 5.542359303289 3.04362565462234 0.00308294937216017 0.00608550631915543 -3.37166976477992
"OTP" -0.235464459041091 5.89618233329834 -3.04298643243921 0.0030888719563302 0.00609663128728771 -3.37344655854731
"C9ORF52" -0.429429205202608 7.47208760832828 -3.04284826970799 0.00309015346126601 0.00609859475548239 -3.37383055854033
"UBB" 0.20557335793053 13.9650832858377 3.04269971055745 0.00309153194652266 0.00610074923782202 -3.37424343788782
"PPP2R2A" -0.241038202211678 10.2978003830296 -3.04263063916586 0.00309217305643408 0.0061014483379786 -3.37443539729156
"CHMP2A" 0.213727184625226 10.1385911119424 3.04201269170254 0.00309791423693255 0.00611220978886858 -3.37615260594028
"HS.542687" -0.232032228638911 5.89207319776094 -3.0419792887917 0.00309822485565578 0.00611225569510798 -3.37624542094887
"C14ORF181" -0.236121585082571 6.15732189276787 -3.04188243808463 0.00309912564832265 0.00611346579481324 -3.37651453053424
"WDR24" -0.235990307722968 7.27404788564856 -3.04183169518171 0.00309959769675843 0.00611382998959092 -3.37665552210693
"YTHDC1" -0.272784797779845 10.3231068983994 -3.04145520864125 0.00310310213928989 0.00612017483586789 -3.37770154844814
"LOC283711" 0.203603210062497 5.96213512456056 3.04115744206968 0.00310587643600975 0.0061247395819414 -3.37852878583314
"CLDN15" 0.431472243974289 7.43831609688358 3.04114499325439 0.00310599247192901 0.0061247395819414 -3.37856336896429
"FLRT3" 1.18918582263202 8.78457746660174 3.04069545035431 0.00311018537444909 0.00613243910825979 -3.37981213401212
"CX3CR1" 0.48717345687029 5.98477211413759 3.04062109862008 0.00311087936132888 0.00613323893732752 -3.38001865795961
"HS.550822" 0.188189957708028 5.77959410580063 3.04054759288524 0.00311156559293785 0.0061340233296924 -3.38022282798965
"FOXE1" 0.235384655402032 5.52060977434675 3.04041235528725 0.00311282850487424 0.00613594431722546 -3.38059845442803
"WDR21A" -0.279830231014268 8.47785666830817 -3.0399672886452 0.00311698810218953 0.00614357430704907 -3.38183454474521
"DNHD2" 0.231481542314407 5.40157041320203 3.03929852433994 0.00312324807183554 0.00615534232706511 -3.38369163857444
"HS.201441" 0.236600433625804 5.60777748840702 3.03869557716847 0.00312890195089391 0.00616591378520143 -3.38536568106988
"PPP2R1A" -0.299736308422729 12.4964804154335 -3.0385500960918 0.00313026755781447 0.0061680334619983 -3.3857695592861
"PI4K2A" 0.339765082339413 7.70193118872085 3.03801505124154 0.00313529469076762 0.00617736692916987 -3.38725479279478
"CRTAC1" 1.03003416385246 6.17752585364792 3.03791276775673 0.00313625656987431 0.0061786897747334 -3.38753869789082
"SGPL1" 0.330371920675142 7.7687556851796 3.03742292158097 0.00314086690221096 0.0061871994699879 -3.38889824144578
"NXPH4" 0.223741920733206 5.47576698741191 3.03733070235192 0.00314173555330584 0.00618833752702737 -3.38915417144806
"SH2B2" -0.494744638483629 6.0993648425883 -3.03683722125073 0.00314638764224021 0.00619692699426773 -3.3905235903963
"TRPT1" 0.254667105815205 11.3357082432959 3.03675376942377 0.00314717498085577 0.00619790380684965 -3.39075515290935
"RXRG" 0.314850177278375 5.53244408412611 3.03670959535036 0.00314759182162204 0.00619815086444385 -3.39087772524565
"SIX3" -0.188561135322252 5.61299427772092 -3.03661780073101 0.0031484581888815 0.00619928298951203 -3.39113242842602
"CPT2" -0.32111128851885 10.0588506754078 -3.03638975010031 0.00315061151167289 0.00620294867315753 -3.39176517514093
"EPHA4" 0.659978904457565 7.47451464273472 3.03532434137154 0.00316068952319094 0.00622221442367371 -3.39472073634514
"LOC642787" 0.284980102231696 6.00019569746003 3.03524185138622 0.00316147106520233 0.00622317703386256 -3.39494953761565
"ARHGEF9" -0.217147823646354 6.13912260946102 -3.0322927197892 0.00318953025507334 0.00627782900487323 -3.40312619177449
"ATP1A2" -0.887179424570928 6.99896381363164 -3.03216610986501 0.0031907400235518 0.00627962907484922 -3.4034770816433
"LOC440030" 0.587152652281335 5.8086670333677 3.03180197502557 0.00319422173364175 0.00628589975911682 -3.40448618775426
"GKN1" 0.792653368243846 5.85310536654673 3.03174290229059 0.00319478689511424 0.00628643034652868 -3.40464988339763
"LOC651872" 0.681470145173307 6.1189271852476 3.03158321126274 0.00319631515725737 0.00628885576820106 -3.40509238807135
"QRSL1" 0.215199443807373 6.06280902822221 3.03150770567328 0.00319703799064907 0.0062896961800866 -3.40530160787827
"BPTF" -0.303382026578175 6.96428822020932 -3.03120146077012 0.0031999713014454 0.00629488481948074 -3.40615014413696
"HS.543172" -0.193102897416507 5.6787616538088 -3.03060762510958 0.00320566635725656 0.00630550481646054 -3.40779533221987
"HS.550808" 0.166016845959551 5.73777903516642 3.03041756944562 0.00320749102954018 0.0063085105584234 -3.4083218154962
"LOC652534" -0.172633825837741 5.49923689452933 -3.03034983401699 0.00320814157144476 0.00630920667217099 -3.40850944653208
"LOC650276" -0.110049478969099 14.1469445548048 -3.02953704540714 0.00321595726689423 0.00632343954917331 -3.41076065264421
"TMEM40" 0.657845028732681 5.71958726381663 3.029535375157 0.00321597334600897 0.00632343954917331 -3.41076527828447
"UBP1" -0.233671256240183 10.790640603831 -3.0293266957832 0.00321798284071606 0.00632680589748325 -3.41134318486575
"SGSM3" 0.280997824314115 7.42793697201962 3.02879540627276 0.00322310418954799 0.00633628920664281 -3.41281436672081
"NDRG2" 0.941859792510464 8.063779261687 3.02753525887747 0.00323528156160878 0.00635964089242957 -3.41630297605565
"HYAL1" 0.69460485381847 7.40571130460216 3.02740573056657 0.00323653566554554 0.00636151821676393 -3.41666149729836
"SIX1" 0.525462069925039 5.73550497228059 3.0272362416823 0.00323817735150892 0.00636415692912744 -3.41713060657566
"HS.371789" -0.22036557523338 6.02527128711995 -3.02719863103584 0.00323854175652477 0.00636428507973377 -3.41723470197949
"HS.116157" -0.229781060122114 5.92777301284365 -3.02665643665622 0.00324379923686796 0.00637402804317953 -3.41873522285733
"TIMM22" 0.323104979618409 10.2872484523821 3.02639365032088 0.00324635023403417 0.00637845148975991 -3.41946240462257
"MT1F" -0.872455148156974 10.2848545701473 -3.02579674874688 0.00325215156192134 0.00638925980175754 -3.4211139590976
"TUBE1" -0.383443613789198 7.41093839766108 -3.02521902581401 0.00325777563834999 0.00639971791682144 -3.42271219698861
"LOC441191" -0.293760246875933 6.83686793284211 -3.02491242665961 0.00326076401039514 0.00640499688476451 -3.42356028571071
"HERPUD2" 0.233541550837236 7.39781351218807 3.0244731929754 0.00326504957567312 0.00641282267074265 -3.42477513539943
"ZDHHC21" 0.228033785015203 5.79722653884539 3.02435875230069 0.00326616702018932 0.00641442513954825 -3.42509163639129
"ABCB4" 0.425696172209688 5.65798401607923 3.0243155319777 0.00326658913288475 0.00641444789418966 -3.42521116544792
"DGKE" 0.196277932659838 5.52126430528394 3.02429581426412 0.0032667817233678 0.00641444789418966 -3.4252656958088
"HS.120193" -0.248788402807231 6.87271074650302 -3.023989373688 0.00326977619882923 0.00641973504940895 -3.42611313606702
"MED27" -0.378619710806661 8.16154349622201 -3.02368849714578 0.00327271877788854 0.00642491934697435 -3.42694512160003
"HS.546065" -0.142720804497409 5.50379654554988 -3.02364282622495 0.0032731656549008 0.00642520364021732 -3.42707140522062
"ZCCHC14" 0.311684739916387 9.41641326032545 3.02350698842724 0.00327449512340679 0.00642722024268578 -3.42744699806861
"FLJ43093" 0.21297177775182 5.31865835772192 3.02216310016304 0.00328767498127686 0.00645249442025652 -3.43116212465156
"DOK7" 0.299539084940962 6.21898470397934 3.02171045872834 0.0032921252053837 0.0064605441251116 -3.43241313250434
"PTPLAD2" -0.548359707619126 9.98401262593416 -3.02168416199233 0.00329238391783225 0.0064605441251116 -3.43248580660217
"MCART1" -0.471611083093779 11.4177811818729 -3.02144746671785 0.00329471342029042 0.00646451887860876 -3.43313991850782
"HIATL1" -0.269280739275953 8.87139703915875 -3.02106330467376 0.00329849750856924 0.00647134666157317 -3.43420146913449
"NFX1" -0.242027229371652 8.31637169190499 -3.02067432011582 0.00330233320189265 0.00647827442012899 -3.435276234148
"HS.521338" 0.142536166096413 5.4237682030123 3.02026443236647 0.00330637948790355 0.00648561398812213 -3.43640863318407
"MYL9" 0.661185936339606 9.18662630190353 3.01915538564807 0.00331735069337708 0.00650653449505062 -3.43947197706736
"HS.543617" -0.310568935727598 6.08362421282123 -3.01851536436888 0.00332369741736614 0.00651838168585609 -3.44123939076327
"MGC59937" -0.627862499681357 6.94261140528754 -3.01692793279109 0.00333948764218251 0.00654839352771942 -3.44562175749104
"TRIM39" -0.229430634640023 8.12225356178515 -3.01691505219874 0.00333961604948993 0.00654839352771942 -3.44565730883552
"HSFX1" 0.273495840504646 5.58431178488842 3.01643605600453 0.00334439443631963 0.00655715863719743 -3.44697928464324
"PYY2" 0.19719709105516 5.42616456375762 3.01632067537583 0.00334554640040123 0.00655881267123821 -3.44729769677172
"LOC653702" -0.552785120915519 8.2622775123194 -3.01616255020492 0.00334712572438358 0.00656096210507181 -3.44773405354274
"HS.581645" 0.160853974798213 5.47684050970403 3.01614914094986 0.00334725968521646 0.00656096210507181 -3.44777105640631
"HS.570398" -0.208635178169897 6.06323756420205 -3.01595595263963 0.00334919022185508 0.0065641412705316 -3.44830414507059
"ERRFI1" 0.541568938057308 11.0140844781651 3.01590915928978 0.00334965798433573 0.00656445319557815 -3.44843326364097
"GUSB" 0.288202985270029 10.1758563277336 3.0157492647261 0.00335125680225755 0.00656698143167391 -3.44887445417402
"C3ORF25" 0.178221231434942 5.99639405151978 3.01562335507297 0.00335251629560229 0.0065688443371183 -3.44922185816352
"RIMS2" -0.496735649338691 6.09537497870293 -3.01553356352064 0.00335341476189565 0.00656999957633623 -3.44946959959327
"ZNF142" -0.248150664942545 8.47853744461451 -3.0154808282547 0.00335394254196922 0.00657042842238232 -3.44961509723867
"FLJ90650" 0.475965977557711 5.6904339044043 3.01533220508546 0.00335543039219691 0.00657273780941344 -3.45002514039354
"C14ORF105" 0.348514321951251 5.58575958368785 3.01523726871576 0.00335638110969271 0.00657399471310071 -3.45028705602821
"C14ORF32" 0.321204484902516 10.4962447920199 3.01485575801932 0.00336020417328278 0.0065808768041523 -3.45133952100696
"CNOT8" -0.377390051882527 8.97165054088546 -3.01467417815506 0.00336202517505449 0.00658371210147377 -3.45184040330271
"CXCR5" 0.436292530902789 6.02950128685108 3.01464968170094 0.00336227091149027 0.00658371210147377 -3.4519079741185
"HS.572425" -0.158323338642089 5.95894538875726 -3.01458636031852 0.00336290619767556 0.00658434993839808 -3.45208263722802
"PMPCA" -0.282158113804344 9.95233031009578 -3.0145402505892 0.00336336887397856 0.00658464973017928 -3.45220982254304
"PAIP2" -0.36272266110268 10.3311727087128 -3.01408201216216 0.00336797015565243 0.00659305109339985 -3.45347370414511
"SLC12A5" -0.274016023930943 5.60616998388274 -3.01323341647631 0.00337650650521956 0.00660915338847201 -3.45581383004493
"HS.583661" -0.193723278017608 5.95780741033488 -3.01295266208348 0.00337933512945852 0.00661408148129482 -3.45658793322324
"FAM131B" -0.272983290554002 6.2856866704212 -3.01279723404329 0.00338090202363274 0.00661653941896146 -3.45701645818214
"GPR137" 0.357091071840836 10.5137463293791 3.01267265273866 0.00338215843280319 0.00661838933064919 -3.45735992376816
"HS.540632" -0.249332534568597 6.1232157801691 -3.01248031514566 0.00338409901686377 0.00662157760902487 -3.45789016802328
"TP53INP1" 0.377756177001799 8.59468180836643 3.01243984015041 0.00338450751934465 0.00662176779286057 -3.45800174766609
"TRAF3" 0.333307801662884 6.56945329616933 3.01219114551862 0.0033870185251331 0.00662607109795881 -3.45868731108339
"IVD" -0.375986572022091 8.80258455554413 -3.01157688503418 0.00339322794975801 0.00663760821402451 -3.46038041358934
"PCDHB13" 0.270876793673349 5.7544463765692 3.01145026004619 0.00339450928375941 0.00663950408964104 -3.46072939852879
"CXORF34" -0.382140385464405 7.75021110160141 -3.01045721451331 0.00340457358039885 0.00665857710818904 -3.46346586931308
"LOC653115" -0.36334580822056 7.02441148539635 -3.01026756869748 0.00340649873803148 0.00666172976525399 -3.46398838050182
"GPHA2" -0.187055167088679 5.6935004013211 -3.00985821527915 0.00341065765694437 0.00666924977209632 -3.46511613776263
