"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"SNX21" 0.311521887791786 6.60101319893218 3.00949156861135 0.00341438667760613 0.00667592784441217 -3.46612613328766
"UGT1A6" 0.809630599937448 5.65701258212636 3.00923524484345 0.00341699588859262 0.00668041539947185 -3.46683216474217
"ATP5G1" -0.269137943005278 11.1373158954344 -3.00902485981589 0.00341913885210208 0.00668399067393285 -3.46741162362592
"ST7OT1" 0.219447325450447 5.92783153870674 3.00873431534459 0.00342210035853655 0.00668916529373562 -3.468211809769
"HS.569204" 0.259254648083388 6.39161647515027 3.0086721747933 0.00342273406252783 0.00668950716917229 -3.4683829423976
"PRRG3" -0.213341844081229 5.73985126298586 -3.00865548940431 0.00342290423719013 0.00668950716917229 -3.46842889281178
"IFT52" -0.393279406828088 8.33890698813298 -3.00838042808547 0.00342571072307008 0.00669437692149047 -3.46918636291735
"LOC126147" 0.246968961226652 5.53086416018108 3.00779129205339 0.00343172892301914 0.00670536342474981 -3.47080854966516
"LOC642113" 1.04942097741077 6.34515441562737 3.00776836653079 0.00343196331179781 0.00670536342474981 -3.47087166989702
"FLJ20209" 0.124737537804203 6.15364718903383 3.00757612805555 0.00343392932645945 0.00670858841872878 -3.47140093958817
"GDF10" 0.677597506508427 5.7085818588071 3.00726990624737 0.00343706319719477 0.00671409415626135 -3.47224397063148
"HTRA3" 0.235332988559421 5.61287580153664 3.00674527297517 0.00344243844325704 0.00672397687112218 -3.47368812793024
"C4ORF23" 0.16987316970762 6.02945318928332 3.00597468562947 0.00345034777748377 0.0067384934614292 -3.47580895119298
"PYHIN1" 0.37766403401683 5.80032394528354 3.00595948081615 0.00345050400930313 0.0067384934614292 -3.47585079368487
"TNFSF4" 0.681488787785735 6.42837431246363 3.00563880621866 0.00345380051650186 0.00674431201565327 -3.47673322573578
"HS.160602" -0.235423695253961 5.87609506257931 -3.00560120938313 0.00345418719961267 0.00674444794592997 -3.47683667965748
"ABCA10" 0.271778735920626 5.99306633794466 3.00522704033049 0.00345803770960053 0.00675134650031325 -3.4778662104375
"RHCG" 0.381420619640212 5.65403087958598 3.00518914889745 0.00345842786536437 0.00675148853929566 -3.4779704633717
"SPNS3" 0.195851120976057 5.35190923910149 3.00506184266502 0.0034597389946968 0.0067534282973475 -3.47832072068642
"HS.577726" 0.175297343209495 5.44440135279894 3.00459956643077 0.00346450385640821 0.0067621087841493 -3.47959247864152
"MLZE" 0.578790575996314 5.62741474118981 3.00412401768259 0.00346941186112283 0.0067710670426593 -3.48090058425569
"FLJ45224" 0.23109752370432 5.6835862982549 3.00359763729228 0.00347485198902532 0.00678106207876674 -3.48234831753404
"WDR90" -0.309132858739753 7.67259479762799 -3.00324684886555 0.00347848176153267 0.00678752275475291 -3.48331299586996
"TMPRSS7" 0.182074948360685 5.3268301691226 3.00281825489682 0.0034829213878917 0.00679556235936932 -3.48449151728671
"VPS37A" -0.34236631381206 8.90833016934866 -3.00248523220903 0.00348637465134316 0.00680167616332388 -3.48540714818054
"TMEM106C" 0.401291194954898 9.49805769078567 3.00241072535144 0.00348714768046342 0.00680256037336182 -3.48561199012208
"TNFRSF10B" -0.514310618284618 8.96656116162846 -3.00179575597666 0.00349353421792762 0.00681439397978343 -3.48730256943437
"VPREB1" 0.435989938447981 5.60201818246443 3.00160200108458 0.00349554862944576 0.00681769804666612 -3.48783515223604
"SIGLEC11" 0.403552610686109 5.55622936972167 3.00048997351978 0.00350713085226827 0.00683966080119175 -3.49089129147178
"LOC283970" 0.136812645958783 5.59666091350713 2.9998426661483 0.00351388916773105 0.00685203725814058 -3.49266983509422
"C16ORF52" 0.39722366648328 6.69619097911017 2.99982045188778 0.00351412131301094 0.00685203725814058 -3.49273086551826
"LEMD2" 0.234105876314083 9.15493745567859 2.99941505106014 0.00351836035964715 0.00685967398808933 -3.49384458024541
"PCDHAC2" -0.137715776106726 5.78822891416959 -2.99930795012291 0.00351948104338979 0.00686062115063977 -3.49413878684019
"RNF43" 0.286490182409621 5.82032411915667 2.99929437509427 0.00351962311348223 0.00686062115063977 -3.49417607687384
"FUBP3" -0.350063765179312 11.2205919115151 -2.99927615873106 0.00351981376601626 0.00686062115063977 -3.49422611624279
"HS.522234" -0.194030217637548 5.83170944966634 -2.99873257044707 0.00352550736290596 0.00687108916221116 -3.4957192101538
"HS.535592" -0.187433430605182 5.71959747559752 -2.99866951626993 0.00352616834988327 0.00687174777557188 -3.49589238911957
"C1ORF147" -0.254135100180614 5.75230204589444 -2.99862417570159 0.00352664371877636 0.00687204457146316 -3.49601691563886
"IFT74" -0.351268319194653 8.73530009666738 -2.99846681223003 0.00352829404131449 0.00687451715668146 -3.49644909783075
"WNT7B" 0.447465165358897 5.77219069674041 2.99844011496785 0.0035285740951895 0.00687451715668146 -3.4965224172161
"SH2D1A" -0.350853487976647 6.55599500293981 -2.99841074788493 0.00352888217920196 0.00687451715668146 -3.49660306818571
"LOC650919" 0.289069358205716 5.6372484003124 2.99770617269127 0.00353628119911031 0.0068883001269483 -3.49853785383791
"ZNF529" -0.26686204005515 9.59845511099106 -2.99742976664531 0.00353918776566659 0.00689333055246717 -3.49929677243851
"HS.398035" 0.205731797782142 6.07206138814721 2.9973060091682 0.0035404898621566 0.0068952352918818 -3.49963655063264
"TWIST1" 0.738139594006219 8.63565522950504 2.99682277220488 0.00354557841621086 0.00690451327393767 -3.50096317630302
"C1ORF83" -0.227268241148186 7.21258357521844 -2.99655050055075 0.00354844845525504 0.00690946970814079 -3.5017105642782
"C19ORF43" -0.468521537609546 9.97184138645695 -2.99644820390842 0.00354952732844567 0.00691093783097188 -3.50199135512953
"CDK2" -0.36470471746053 9.40820126299878 -2.99630698211059 0.00355101722514526 0.00691320587553219 -3.50237897759557
"HS.4267" 0.240117700060902 5.39644618404104 2.9960531730843 0.00355369637708184 0.00691778856382427 -3.50307558960016
"NAGA" 0.237642681224417 6.42827632564498 2.99585672045877 0.00355577137147557 0.00692119444021384 -3.50361474648307
"VPS36" 0.281716092950139 9.15814331651164 2.99560681964917 0.00355841252240458 0.00692570159795661 -3.50430054830162
"SH2D3A" -0.511200962421237 6.20925429215379 -2.99512179305797 0.00356354385101443 0.00693505409468692 -3.50563147191782
"TMEM166" 1.06421603681122 7.80787971158543 2.99502222060133 0.0035645981223696 0.00693647119759616 -3.50590467921009
"HS.538554" 0.297104529879333 7.3861781548792 2.99389138539543 0.00357659165091667 0.0069591731619693 -3.50900695011471
"STXBP6" -0.668416488655786 7.58031368072422 -2.99262093238502 0.00359011047893676 0.0069848385619193 -3.51249110241347
"RPS16" -0.146898373611736 14.1522314865714 -2.99238225789185 0.00359265547107034 0.00698915077054484 -3.51314552055455
"AQP10" 0.280051971685708 5.38744082484192 2.99201965629187 0.0035965250950755 0.00699603889321912 -3.51413965125692
"CD70" -0.547679859574175 6.6007287305117 -2.99124897841903 0.00360476245078597 0.00701087845450229 -3.51625226276632
"PRDM13" 0.266746080720084 5.53147850482472 2.99124425265485 0.00360481301569703 0.00701087845450229 -3.51626521584288
"SMYD3" -0.377444168280946 9.39586109135729 -2.9911589619218 0.00360572572551159 0.00701201242524749 -3.51649899048931
"TSPAN5" 0.664224309834773 8.61368327098441 2.99090833449824 0.00360840896692381 0.00701658900589053 -3.51718590751159
"IDH1" -0.490976423648041 11.376532263241 -2.99069524225644 0.00361069180577134 0.00702038623405504 -3.51776991160546
"TM9SF3" -0.285171477303018 9.28602216858006 -2.9905546921507 0.00361219823804654 0.00702267331336148 -3.51815508697215
"RFESD" -0.525835527669972 8.05898296256978 -2.99025780136381 0.00361538225908476 0.00702822116916395 -3.5189686630359
"HS.131087" 0.561450830853206 7.36284432322349 2.99012492654397 0.00361680812294553 0.00703035050563596 -3.51933276137373
"HS.436863" 0.310651545367533 5.90711776625662 2.98975578780524 0.00362077203702071 0.00703741246340164 -3.5203441915761
"FLJ25778" -0.427283562947981 7.05130989575668 -2.98953464783416 0.00362314862364846 0.00704138824793296 -3.5209500603925
"GUCY1B2" 0.146772870325623 5.40390685925933 2.98949856962751 0.00362353649225394 0.00704149869602901 -3.5210489022881
"LOC650943" 0.164452462641467 5.86662904221021 2.98925097472866 0.00362619936516093 0.00704602966075985 -3.52172720104562
"HRAS" 0.364725045529721 8.23852786963852 2.98917557847132 0.00362701060823622 0.0070469622440439 -3.52193374381345
"TSPAN14" 0.392275867080717 6.82620501151249 2.98896569505412 0.00362926978046691 0.00705070759889594 -3.52250868237531
"FLJ42875" 0.438815174033358 5.87301133953936 2.98854625766107 0.00363378847890244 0.00705884152828619 -3.52365755845743
"CYLC2" -0.256102597201438 5.9536227203276 -2.98806453809902 0.00363898457774616 0.00706828974095869 -3.52497686874412
"AP3B1" 0.257928230505357 11.3703762243558 2.9877100183797 0.00364281301619571 0.00707507995503095 -3.52594769948771
"POLR2F" -0.253189138430987 12.1852784753337 -2.98756582039933 0.00364437126752611 0.00707746016904481 -3.52634255004136
"MYT1" -0.581036318318982 6.10422527867602 -2.98745143888079 0.00364560775068243 0.00707921512367774 -3.52665574452823
"HS.541863" 0.227491005969619 6.24496679213374 2.98720188198996 0.00364830684887346 0.00708380967433933 -3.52733903639104
"DUOXA1" 0.660796021379902 5.53626120046699 2.98692509435768 0.00365130262445884 0.00708897938343045 -3.52809683214467
"UTP11L" -0.337749111569702 10.6847634736887 -2.98669659343557 0.00365377748918464 0.00709313689627147 -3.52872238425305
"SHARPIN" 0.274203170415482 7.36094224954531 2.98643805359371 0.00365657957232979 0.00709792882670442 -3.52943012490328
"RBBP9" 0.2622184665661 8.41799118229848 2.98638184145916 0.00365718906856872 0.00709846415526282 -3.52958399636444
"HS.543343" 0.148563480466119 5.85371489317339 2.98614071163273 0.00365980465418609 0.00710289277364894 -3.53024402275981
"SLC39A13" -0.224406349709697 6.54758018238542 -2.98585187748605 0.00366293997572523 0.00710832918745109 -3.53103456936758
"ABCA13" 0.304773736389567 5.40623087853185 2.98572657118239 0.00366430095974192 0.00711032163060303 -3.53137751660015
"OGFOD1" -0.251346570765641 9.31912955607304 -2.98565414543673 0.00366508780765401 0.00711119974063746 -3.53157573119594
"ACMSD" 0.41333333483478 6.99658710461807 2.98462497063804 0.00367628586942448 0.00713227624302518 -3.53439195037988
"HS.61208" -0.392070024089972 6.49177771415359 -2.98441814097562 0.00367854011938308 0.00713547986883294 -3.53495782054259
"SNIP1" -0.329516259933864 8.48643259577518 -2.98441077556356 0.00367862041905387 0.00713547986883294 -3.53497797115777
"DEFB119" -0.282706567963099 7.2903535149489 -2.98438114047076 0.00367894352505716 0.00713547986883294 -3.53505904772568
"DPY19L2P2" -0.207046931537048 5.98266675854478 -2.98430852713036 0.00367973532597635 0.00713636489048532 -3.53525770268532
"ZNF618" -0.350177763778988 8.22751812402191 -2.98426169503733 0.00368024608286859 0.00713670475236556 -3.53538582343616
"CCL19" 0.607870763637251 6.19740187879643 2.98397888151504 0.0036833318774769 0.00714203759032007 -3.53615949478235
"ZBTB34" -0.286503223908811 8.76057872931548 -2.98379168671538 0.00368537568644163 0.00714534921395496 -3.53667155639859
"FTL" 0.198190334791986 14.3974531793413 2.98344253999589 0.00368919050271673 0.00715209361860075 -3.53762655903071
"LOC645671" 0.141438118961419 5.9819285027962 2.98336852702781 0.00368999964563315 0.00715301034013148 -3.53782899109305
"MRPL35" -0.282496432193746 9.75620246789309 -2.98324180134212 0.00369138544862962 0.0071550446398579 -3.53817558762233
"HS.541586" 0.184854388887734 5.80979619173542 2.98275381484266 0.00369672629864856 0.00716474397253336 -3.53951012537358
"LOC653496" -0.309910702006047 7.91986146206613 -2.98256780843151 0.00369876395713403 0.00716804009950783 -3.54001876587749
"STAMBP" -0.22514858412303 10.1560145422235 -2.98234551124111 0.00370120053517681 0.00717210864386863 -3.54062661073704
"PTPRR" 0.270326208925198 6.22681147369638 2.98219565233106 0.00370284396162719 0.00717463963452104 -3.54103636099575
"LOC652377" -0.674655153440608 7.5346615115364 -2.98212019359163 0.00370367173462863 0.00717550329152065 -3.54124267695668
"C22ORF33" -0.249271828108737 5.77204854192647 -2.98209352093813 0.00370396437125178 0.00717550329152065 -3.54131560313189
"ZNF136" -0.254695509737726 6.50137679252533 -2.98155346718633 0.00370989412313258 0.00718633620737211 -3.54279205919713
"LOC652726" 0.413938220250744 7.28444997337382 2.98139767849672 0.00371160630235714 0.00718899814764513 -3.54321793024398
"RNF10" 0.336165520938888 8.42706140230879 2.98134044030633 0.00371223555618214 0.00718956227948195 -3.54337439460307
"FAM110C" -0.179283325046831 5.47760734344573 -2.98087696643766 0.00371733443705688 0.00719878193833184 -3.54464124063183
"TBL1XR1" -0.40261666422616 7.85440187678657 -2.98072262260799 0.00371903387844064 0.00720141735351031 -3.54506308390488
"C8ORF32" -0.362137442672943 8.9407621694264 -2.98064220678524 0.00371991960158931 0.0072024767745682 -3.54528286453245
"HS.569548" 0.248773403392741 5.63053152314911 2.980471085284 0.00372180503244359 0.00720547145218055 -3.54575053239451
"EGR2" -0.708383451930218 7.23557496282231 -2.97986723393506 0.00372846537860499 0.00721770905244873 -3.54740065762559
"CPNE5" 0.155493689949055 5.36967401215971 2.97978638971176 0.00372935790834159 0.00721877987699826 -3.54762155733161
"WDR85" -0.200913107581849 6.51934198673255 -2.9789755288066 0.00373832084066235 0.00723547066439753 -3.54983689262168
"SLITRK6" 0.371749807922119 5.60708964748407 2.97874383355486 0.00374088556305602 0.00723977589043441 -3.55046981173461
"EP400" -0.27722072774639 9.50206971734586 -2.97863773386878 0.00374206056353251 0.00724139103410662 -3.55075962954801
"RCAN2" 0.844908835823291 8.49688945564276 2.97839103160167 0.003744793985727 0.00724602136545065 -3.55143347937584
"DTWD1" -0.38982473537233 9.58204176781575 -2.97831613629716 0.00374562417905056 0.00724696852033695 -3.55163804159778
"C17ORF51" 0.247544901452564 5.87662852443707 2.97794337473493 0.00374975866713953 0.00725430801352659 -3.55265610615865
"C1QL1" -0.407181558252765 6.12111854944538 -2.97714562433213 0.00375862110202929 0.00727079205722673 -3.55483452580817
"BCORL1" 0.302398455101098 6.29304669189261 2.9770096555433 0.00376013354767222 0.00727305635105354 -3.55520576869697
"C22ORF39" 0.434901411175132 7.45467916441153 2.97649908000049 0.00376581794682595 0.00728338912047053 -3.55659969693255
"HS.561481" -0.177596318358169 5.68226765984131 -2.97632739382739 0.00376773116725204 0.00728642691686681 -3.55706837549352
"XKR4" -0.377335580250635 5.85873240000949 -2.97588370566225 0.00377267966023294 0.0072953335502559 -3.55827947813203
"KCNJ5" 0.288930421730172 5.71070120192142 2.97560894993548 0.00377574704615814 0.00730060134704389 -3.55902938451504
"PDLIM3" 1.11326439064409 8.04454405293618 2.97522484945267 0.00378003902606908 0.0073077332373868 -3.56007763696297
"TPPP" 0.245925867489956 5.5986600367581 2.97521737005772 0.00378012264637144 0.0073077332373868 -3.5600980479572
"CERK" -0.289499064281922 9.46780207610743 -2.97518330465695 0.00378050352221729 0.0073078053817779 -3.5601910106552
"LOC158160" -0.513646446224291 8.69307602679963 -2.97506943815753 0.00378177688957976 0.00730960256413003 -3.56050174007093
"LOC339862" -0.158257507615077 5.443397756613 -2.97502997257653 0.00378221832508651 0.00730979156759179 -3.5606094351253
"LOC643310" -0.187980212288931 11.3540735197642 -2.97415368515301 0.00379203216539442 0.00732794521148925 -3.56300037823632
"EFHA1" -0.22879634516808 10.6865128776966 -2.97412976752121 0.00379230035673328 0.00732794521148925 -3.56306562923482
"LOC339344" 0.258697859037165 9.9632161788405 2.97383317781289 0.00379562751040654 0.0073337081273374 -3.56387473621608
"FOSL2" 0.305777762336129 5.9850528144234 2.97316196509827 0.00380316716202323 0.00734760841992698 -3.56570558433871
"PRPF6" -0.396950422320971 6.69471236773 -2.97263806839626 0.00380906164610043 0.00735832806050334 -3.56713436810087
"SPATA18" 0.684670130304375 7.43701262463975 2.97221281335397 0.00381385249681194 0.00736691395384005 -3.56829398268875
"LOC642082" 0.31237849091687 7.48080147299711 2.97196869729262 0.00381660518194314 0.00737156168392922 -3.56895959385434
"CSNK1A1L" -0.225673035314836 6.09153754290815 -2.97148320888335 0.00382208507125718 0.00738147553574646 -3.57028320237234
"LOC646026" 0.151855121661001 5.82041385656266 2.97135187872876 0.00382356869283365 0.00738367041899814 -3.57064122321788
"ZNF175" -0.235670128261075 7.74705874453078 -2.97098756693907 0.00382768706729958 0.00739095239728842 -3.57163431065123
"ZBED2" 0.660016962124075 5.47881114529519 2.97095109022914 0.00382809964513838 0.00739107811125882 -3.57173373802858
"HS.40061" -0.554720685520533 7.29644755446189 -2.97087658929037 0.0038289424320535 0.00739203435035488 -3.57193680787543
"CST7" 0.475973042339744 6.0362235218572 2.97047756295473 0.00383345931018335 0.00740008285569562 -3.57302437725589
"HS.62314" 0.242913735836023 6.35285132995252 2.97036686771561 0.00383471322470642 0.00740183166993922 -3.57332606238657
